1`HB`1138_bus`1138`1138`4054`yes`1138`1`1`0`symmetric`symmetric`real`symmetric`yes`yes`D. Tylavsky`I. Duff, R. Grimes, J. Lewis`1985`power network problem`
1225`GHS_indef`c-68`64810`64810`565996`yes`64810`6`6`10`symmetric`symmetric`real`symmetric`no`no`IBM`O. Schenk`2004`optimization problem`\nRevised Nov 2006; relative eps changes to A, right-hand-side added.\nNote that this matrix should have been placed in the Schenk_IBMNA/ \ndirectory when it was first added in August 2004, but moving it now\nwould disrupt exising users of the collection.                     \n
1226`GHS_indef`c-69`67458`67458`623914`yes`67458`29`29`56`symmetric`symmetric`real`symmetric`no`no`IBM`O. Schenk`2004`optimization problem`\nRevised Nov 2006; relative eps changes to A, right-hand-side added.\nNote that this matrix should have been placed in the Schenk_IBMNA/ \ndirectory when it was first added in August 2004, but moving it now\nwould disrupt exising users of the collection.                     \n
1227`GHS_indef`c-70`68924`68924`658986`yes`68924`1`1`0`symmetric`symmetric`real`symmetric`no`no`IBM`O. Schenk`2004`optimization problem`\nRevised Nov 2006; relative eps changes to A, right-hand-side added.\nNote that this matrix should have been placed in the Schenk_IBMNA/ \ndirectory when it was first added in August 2004, but moving it now\nwould disrupt exising users of the collection.                     \n
1228`GHS_indef`c-71`76638`76638`859520`yes`76638`18`18`34`symmetric`symmetric`real`symmetric`no`no`IBM`O. Schenk`2004`optimization problem`\nRevised Nov 2006; relative eps changes to A, right-hand-side added.\nNote that this matrix should have been placed in the Schenk_IBMNA/ \ndirectory when it was first added in August 2004, but moving it now\nwould disrupt exising users of the collection.                     \n
1229`GHS_indef`c-72`84064`84064`707546`yes`84064`7`7`12`symmetric`symmetric`real`symmetric`no`no`IBM`O. Schenk`2004`optimization problem`\nRevised Nov 2006; relative eps changes to A, right-hand-side added.\nNote that this matrix should have been placed in the Schenk_IBMNA/ \ndirectory when it was first added in August 2004, but moving it now\nwould disrupt exising users of the collection.                     \n
1230`GHS_indef`copter2`55476`55476`759952`yes`55476`1`1`0`symmetric`symmetric`real`symmetric`no`no`G. Kumfert, A. Pothen`N. Gould, Y. Hu, J. Scott`2004`computational fluid dynamics problem`
1231`GHS_indef`d_pretok`182730`182730`1641672`yes`182730`1`1`0`symmetric`symmetric`real`symmetric`no`no`unknown`N. Gould, Y. Hu, J. Scott`2004`2D/3D problem`
1232`GHS_indef`darcy003`389874`389874`2097566`yes`389874`920`920`3676`symmetric`symmetric`real`symmetric`no`no`M. Arioli, G. Manzini`N. Gould, Y. Hu, J. Scott`2002`2D/3D problem`
1233`GHS_indef`dawson5`51537`51537`1010777`yes`51537`307`307`0`symmetric`symmetric`real`symmetric`no`no`unknown`N. Gould, Y. Hu, J. Scott`2004`structural problem`
1234`GHS_indef`dtoc`24993`24993`69972`no`19994`2`1`0`symmetric`symmetric`real`symmetric`no`no`T. Coleman, A. Liao`P. Toint`1992`optimization problem`
1235`GHS_indef`exdata_1`6001`6001`2269500`yes`6001`1`1`1`symmetric`symmetric`real`symmetric`no`no`S. Wright`N. Gould, Y. Hu, J. Scott`2004`optimization problem`
1236`GHS_indef`helm2d03`392257`392257`2741935`yes`392257`1`1`0`symmetric`symmetric`real`symmetric`yes`no`unknown`N. Gould, Y. Hu, J. Scott`2004`2D/3D problem`
1237`GHS_indef`helm3d01`32226`32226`428444`yes`32226`1`1`0`symmetric`symmetric`real`symmetric`no`no`unknown`N. Gould, Y. Hu, J. Scott`2004`2D/3D problem`
1238`GHS_indef`k1_san`67759`67759`559774`no`67758`3`2`0`symmetric`symmetric`real`symmetric`no`no`unknown`N. Gould, Y. Hu, J. Scott`2004`2D/3D problem`
1239`GHS_indef`laser`3002`3002`9000`no`3000`1002`1`0`symmetric`symmetric`real`symmetric`no`no`unknown`N. Gould, Y. Hu, J. Scott`2004`materials problem`
1240`GHS_indef`mario001`38434`38434`204912`yes`38434`312`312`1244`symmetric`symmetric`real`symmetric`no`no`unknown`N. Gould, Y. Hu, J. Scott`2004`2D/3D problem`
1241`GHS_indef`mario002`389874`389874`2097566`yes`389874`920`920`3676`symmetric`symmetric`real`symmetric`no`no`unknown`N. Gould, Y. Hu, J. Scott`2004`duplicate 2D/3D problem`\nduplicate of GHS_indef/darcy003\n
1242`GHS_indef`ncvxqp1`12111`12111`73963`yes`12111`1`1`0`symmetric`symmetric`real`symmetric`no`no`N. Gould`N. Gould`1994`optimization problem`
1243`GHS_indef`ncvxqp9`16554`16554`54040`yes`16554`555`555`0`symmetric`symmetric`real`symmetric`no`no`N. Gould`N. Gould`1994`optimization problem`
1244`GHS_indef`olesnik0`88263`88263`744216`yes`88263`3`1`0`symmetric`symmetric`real`symmetric`no`no`unknown`N. Gould, Y. Hu, J. Scott`2004`2D/3D problem`
1245`GHS_indef`sit100`10262`10262`61046`yes`10262`1`1`0`symmetric`symmetric`real`symmetric`no`no`unknown`N. Gould, Y. Hu, J. Scott`2004`2D/3D problem`
1246`GHS_indef`stokes128`49666`49666`558594`yes`49666`1`1`0`symmetric`symmetric`real`symmetric`no`no`M. Arioli`N. Gould, Y. Hu, J. Scott`2004`computational fluid dynamics problem`
1247`GHS_indef`stokes64`12546`12546`140034`yes`12546`1`1`0`symmetric`symmetric`real`symmetric`no`no`M. Arioli`N. Gould, Y. Hu, J. Scott`2004`computational fluid dynamics problem`
1248`GHS_indef`stokes64s`12546`12546`140034`yes`12546`1`1`0`symmetric`symmetric`real`symmetric`no`no`M. Arioli`N. Gould, Y. Hu, J. Scott`2004`computational fluid dynamics problem`
1249`GHS_indef`tuma1`22967`22967`87760`yes`22967`1437`1`0`symmetric`symmetric`real`symmetric`no`no`M. Tuma`N. Gould, Y. Hu, J. Scott`2004`2D/3D problem`
1250`GHS_indef`tuma2`12992`12992`49365`yes`12992`1101`1`0`symmetric`symmetric`real`symmetric`no`no`M. Tuma`N. Gould, Y. Hu, J. Scott`2004`2D/3D problem`
1251`GHS_indef`turon_m`189924`189924`1690876`yes`189924`5`1`0`symmetric`symmetric`real`symmetric`no`no`unknown`N. Gould, Y. Hu, J. Scott`2004`2D/3D problem`
1252`GHS_psdef`audikw_1`943695`943695`77651847`yes`943695`1`1`0`symmetric`symmetric`real`symmetric`yes`yes`S. Mayer`J. Koster`2004`structural problem`
1253`GHS_psdef`bmw7st_1`141347`141347`7318399`yes`141347`2`2`21268`symmetric`symmetric`real`symmetric`yes`yes`S. Mayer`J. Koster`2004`structural problem`
1254`GHS_psdef`bmwcra_1`148770`148770`10641602`yes`148770`1`1`2400`symmetric`symmetric`real`symmetric`yes`yes`S. Mayer`J. Koster`2004`structural problem`
1255`GHS_psdef`copter1`17222`17222`211064`yes`17222`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`G. Kumfert, A. Pothen`N. Gould, Y. Hu, J. Scott`2004`computational fluid dynamics problem`
1256`GHS_psdef`copter2`55476`55476`759952`yes`55476`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`G. Kumfert, A. Pothen`N. Gould, Y. Hu, J. Scott`2004`duplicate computational fluid dynamics problem`\nGHS_psdef/copter2 is the nonzero pattern of GHS_indef/copter2.\n
1257`GHS_psdef`crankseg_1`52804`52804`10614210`yes`52804`1`1`0`symmetric`symmetric`real`symmetric`yes`yes`S. Mayer`J. Koster`2004`structural problem`
1258`GHS_psdef`crankseg_2`63838`63838`14148858`yes`63838`1`1`0`symmetric`symmetric`real`symmetric`yes`yes`S. Mayer`J. Koster`2004`structural problem`
1259`DNVS`crplat2`18010`18010`960946`yes`18010`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`C. Damhaug`N. Gould, Y. Hu, J. Scott`2004`structural problem`
1260`DNVS`fcondp2`201822`201822`11294316`yes`201822`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`C. Damhaug`N. Gould, Y. Hu, J. Scott`2004`structural problem`
1261`GHS_psdef`finance256`37376`37376`298496`yes`37376`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. Berger, J. Mulvey, E. Rothberg, R. Vanderbei`N. Gould, Y. Hu, J. Scott`1997`optimization problem`
1262`GHS_psdef`ford1`18728`18728`101576`yes`18728`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`G. Kumfert, A. Pothen`N. Gould, Y. Hu, J. Scott`2004`structural problem`
1263`GHS_psdef`ford2`100196`100196`544688`yes`100196`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`G. Kumfert, A. Pothen`N. Gould, Y. Hu, J. Scott`2004`structural problem`
1264`DNVS`fullb`199187`199187`11708077`yes`199187`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`C. Damhaug`N. Gould, Y. Hu, J. Scott`2004`structural problem`
1265`DNVS`halfb`224617`224617`12387821`yes`224617`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`C. Damhaug`N. Gould, Y. Hu, J. Scott`2004`structural problem`
1266`GHS_psdef`hood`220542`220542`9895422`yes`220542`9908`9908`873014`symmetric`symmetric`real`symmetric`yes`yes`J. Weiher`J. Koster`2004`structural problem`
1267`GHS_psdef`inline_1`503712`503712`36816170`yes`503712`1`1`172`symmetric`symmetric`real`symmetric`yes`yes`S. Mayer`J. Koster`2004`structural problem`
1268`GHS_psdef`ldoor`952203`952203`42493817`yes`952203`42667`42667`4028658`symmetric`symmetric`real`symmetric`yes`yes`J. Weiher`J. Koster`2004`structural problem`
1269`DNVS`m_t1`97578`97578`9753570`yes`97578`1`1`0`symmetric`symmetric`real`symmetric`yes`yes`C. Damhaug`J. Koster`1999`structural problem`
1270`GHS_psdef`oilpan`73752`73752`2148558`yes`73752`17459`17459`1448630`symmetric`symmetric`real`symmetric`yes`yes`J. Weiher`J. Koster`2004`structural problem`
1271`GHS_psdef`opt1`15449`15449`1930655`yes`15449`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`C. Damhaug`N. Gould, Y. Hu, J. Scott`2004`structural problem`
1272`GHS_psdef`pds10`16558`16558`149658`yes`16558`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`J. Kennington`G. Kumfert, A. Pothen`2004`optimization problem`
1273`GHS_psdef`pwt`36519`36519`326107`yes`36519`57`57`0`symmetric`symmetric`binary`symmetric`yes`no`NASA`G. Kumfert, A. Pothen`1995`duplicate structural problem`\nNasa/pwt, GHS_psdef/pwt and Pothen/pwt are identical; Pothen/ has xyz coord.\n
1274`GHS_psdef`ramage02`16830`16830`2866352`yes`16830`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. Ramage`N. Gould, Y. Hu, J. Scott`2004`computational fluid dynamics problem`
1275`GHS_psdef`s3dkq4m2`90449`90449`4427725`yes`90449`1`1`393166`symmetric`symmetric`real`symmetric`yes`yes`R. Kouhia`R. Boisvert, R. Pozo, K. Remington, B. Miller, R. Lipman, R. Barrett, J. Dongarra`1997`structural problem`\n%                                                                              \n%FILE  s3dkq4m2.mtx                                                            \n%TITLE Cyl shell R/t=1000 unif 150x100 quad mesh DKQ elem with drill rot       \n%KEY   s3dkq4m2                                                                \n%                                                                              \n%                                                                              \n%CONTRIBUTOR Reijo Kouhia (reijo.kouhia@hut.fi)                                \n%                                                                              \n%REFERENCE   M. Benzi, R. Kouhia, M.Tuma: An assesment of some                 \n%            preconditioning techniques in shell problems                      \n%            Technical Report LA-UR-97-3892, Los Alamos National Laboratory    \n%                                                                              \n%BEGIN DESCRIPTION                                                             \n% Matrix from a static analysis of a cylindrical shell                         \n% Radius to thickness ratio R/t = 1000                                         \n% Length to radius ratio    R/L = 1                                            \n% One octant discretized with uniform 150 x 100 quadrilateral mesh             \n% element:                                                                     \n% facet-type shell element where the bending part is formulated                \n% using the discrete Kirchhoff quadrilateral (Lyons-Crisfield version),        \n% the membrane part includes drilling rotations using                          \n% the Hughes-Brezzi formulation with (regularizing parameter = G/1000,         \n% where G is the shear modulus)                                                \n% full 2x2 Gauss-Legendre integration                                          \n% --------------------------------------------------------------------------   \n% Note:                                                                        \n% The sparsity pattern of the matrix is determined from the element            \n% connectivity data assuming that the element matrix is full.                  \n% Since this case the  material model is linear isotropically elastic          \n% and the FE mesh is  uniform there exist some zeros.                          \n% Since the removal of those zero elements is trivial                          \n% but the reconstruction of the current sparsity                               \n% pattern is impossible from the sparsified structure without any further      \n% knowledge of the element connectivity, the zeros are retained in this file.  \n% ---------------------------------------------------------------------------  \n%END DESCRIPTION                                                               \n%                                                                              \n%                                                                              \n
1276`GHS_psdef`s3dkt3m2`90449`90449`3686223`yes`90449`1`1`67238`symmetric`symmetric`real`symmetric`yes`yes`R. Kouhia`R. Boisvert, R. Pozo, K. Remington, B. Miller, R. Lipman, R. Barrett, J. Dongarra`1997`structural problem`\n%                                                                              \n%FILE  s3dkt3m2.mtx                                                            \n%TITLE Cyl shell R/t=1000 unif 150x100 triang mesh DKT elem with drill rot     \n%KEY   s3dkt3m2                                                                \n%                                                                              \n%                                                                              \n%CONTRIBUTOR Reijo Kouhia (reijo.kouhia@hut.fi)                                \n%                                                                              \n%BEGIN DESCRIPTION                                                             \n% Matrix from a static analysis of a cylindrical shell                         \n% Radius to thickness ratio R/t = 1000                                         \n% Length to radius ratio    R/L = 1                                            \n% One octant discretized with uniform 150 x 100 triangular mesh                \n% element:                                                                     \n% facet-type shell element where the bending part is formulated                \n% using the stabilized MITC theory (stabilization paramater 0.4)               \n% the membrane part includes drilling rotations using                          \n% the Hughes-Brezzi formulation with (regularizing parameter = G/1000,         \n% where G is the shear modulus)                                                \n% full 3-point integration                                                     \n% --------------------------------------------------------------------------   \n% Note:                                                                        \n% The sparsity pattern of the matrix is determined from the element            \n% connectivity data assuming that the element matrix is full.                  \n% Since this case the  material model is linear isotropically elastic          \n% and the FE mesh is  uniform there exist some zeros.                          \n% Since the removal of those zero elements is trivial                          \n% but the reconstruction of the current sparsity                               \n% pattern is impossible from the sparsified structure without any further      \n% knowledge of the element connectivity, the zeros are retained in this file.  \n% ---------------------------------------------------------------------------  \n%END DESCRIPTION                                                               \n%                                                                              \n%                                                                              \n
1277`DNVS`ship_001`34920`34920`3896496`yes`34920`1`1`747734`symmetric`symmetric`real`symmetric`yes`yes`C. Damhaug`J. Koster`1999`structural problem`
1278`DNVS`ship_003`121728`121728`3777036`yes`121728`1`1`4308998`symmetric`symmetric`real`symmetric`yes`yes`C. Damhaug`J. Koster`1999`structural problem`
1279`DNVS`shipsec1`140874`140874`3568176`yes`140874`3`3`4245228`symmetric`symmetric`real`symmetric`yes`yes`C. Damhaug`J. Koster`1999`structural problem`
1280`DNVS`shipsec5`179860`179860`4598604`yes`179860`36`36`5514492`symmetric`symmetric`real`symmetric`yes`yes`C. Damhaug`J. Koster`1999`structural problem`
1281`DNVS`shipsec8`114919`114919`3303553`yes`114919`49`49`3349846`symmetric`symmetric`real`symmetric`yes`yes`C. Damhaug`J. Koster`1999`structural problem`
1282`GHS_psdef`srb1`54924`54924`2962152`yes`54924`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`C. Damhaug`N. Gould, Y. Hu, J. Scott`2004`structural problem`
1283`DNVS`thread`29736`29736`4444880`yes`29736`1`1`25168`symmetric`symmetric`real`symmetric`yes`yes`C. Damhaug`J. Koster`1999`structural problem`
1284`DNVS`trdheim`22098`22098`1935324`yes`22098`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`C. Damhaug`N. Gould, Y. Hu, J. Scott`2004`structural problem`
1285`DNVS`troll`213453`213453`11985111`yes`213453`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`C. Damhaug`N. Gould, Y. Hu, J. Scott`2004`structural problem`
1286`DNVS`tsyl201`20685`20685`2454957`yes`20685`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`C. Damhaug`N. Gould, Y. Hu, J. Scott`2004`structural problem`
1287`GHS_psdef`vanbody`47072`47072`2329056`yes`47072`1`1`7842`symmetric`symmetric`real`symmetric`yes`yes`S. Mayer`J. Koster`2004`structural problem`
1288`GHS_psdef`wathen100`30401`30401`471601`yes`30401`1`1`0`symmetric`symmetric`real`symmetric`yes`yes`A. Wathen`N. Gould, Y. Hu, J. Scott`2004`random 2D/3D problem`\nrand('state',0); A = gallery('wathen',100100) ; % (in MATLAB)\n
1289`GHS_psdef`wathen120`36441`36441`565761`yes`36441`1`1`0`symmetric`symmetric`real`symmetric`yes`yes`A. Wathen`N. Gould, Y. Hu, J. Scott`2004`random 2D/3D problem`\nA = gallery('wathen',100120) ; % (in MATLAB)                   \nTo initialize the MATLAB random number generator to replicate   \nthis matrix, first do the following:                            \nrand('state',0); A = gallery('wathen',100100)                  \nand then generate this matrix using the 100120 arguments above.\n
1290`DNVS`x104`108384`108384`8713602`yes`108384`1`1`1454022`symmetric`symmetric`real`symmetric`yes`yes`C. Damhaug`J. Koster`1999`structural problem`
1291`GHS_indef`a0nsdsil`80016`80016`355034`yes`80016`1`1`0`symmetric`symmetric`real`symmetric`no`no`M. Ferris`N. Gould`2004`optimization problem`
1292`GHS_indef`a2nnsnsl`80016`80016`347222`yes`80016`1`1`0`symmetric`symmetric`real`symmetric`no`no`M. Ferris`N. Gould`2004`optimization problem`
1293`GHS_indef`a5esindl`60008`60008`255004`yes`60008`1`1`0`symmetric`symmetric`real`symmetric`no`no`M. Ferris`N. Gould`2004`optimization problem`
1294`GHS_indef`blockqp1`60012`60012`640033`yes`60012`1`1`0`symmetric`symmetric`real`symmetric`no`no`N. Gould`N. Gould`1994`optimization problem`
1295`GHS_indef`bloweya`30004`30004`150009`yes`30004`1`1`0`symmetric`symmetric`real`symmetric`no`no`J. Blowey`N. Gould`1992`materials problem`
1296`GHS_indef`boyd1`93279`93279`1211231`yes`93279`1`1`0`symmetric`symmetric`real`symmetric`no`no`N. Gould`N. Gould`2004`optimization problem`
1297`GHS_indef`boyd2`466316`466316`1500397`yes`466316`1`1`0`symmetric`symmetric`real`symmetric`no`no`N. Gould`N. Gould`2004`optimization problem`
1298`GHS_indef`brainpc2`27607`27607`179395`yes`27607`2`2`0`symmetric`symmetric`real`symmetric`no`no`N. Duatrebande`P. Toint`1994`optimization problem`
1299`GHS_indef`bratu3d`27792`27792`173796`yes`27792`3460`285`0`symmetric`symmetric`real`symmetric`no`no`J. More'`P. Toint`1989`2D/3D problem`
1300`GHS_indef`cont-201`80595`80595`438795`yes`80595`1`1`0`symmetric`symmetric`real`symmetric`no`no`I. Maros, C. Meszaros`N. Gould`2004`optimization problem`
1301`GHS_indef`cont-300`180895`180895`988195`yes`180895`1`1`0`symmetric`symmetric`real`symmetric`no`no`I. Maros, C. Meszaros`N. Gould`2004`optimization problem`
1302`GHS_indef`dixmaanl`60000`60000`299998`yes`60000`1`1`0`symmetric`symmetric`real`symmetric`yes`no`L. Dixon, Z. Maany`P. Toint`1989`optimization problem`
1303`GHS_indef`linverse`11999`11999`95977`yes`11999`1`1`0`symmetric`symmetric`real`symmetric`yes`no`P. Toint`P. Toint`1991`statistical/mathematical problem`
1304`GHS_indef`ncvxbqp1`50000`50000`349968`yes`50000`6`6`0`symmetric`symmetric`real`symmetric`no`no`N. Gould`N. Gould`1995`optimization problem`
1305`GHS_indef`ncvxqp3`75000`75000`499964`yes`75000`1`1`0`symmetric`symmetric`real`symmetric`no`no`N. Gould`N. Gould`1995`optimization problem`
1306`GHS_indef`ncvxqp5`62500`62500`424966`yes`62500`1`1`0`symmetric`symmetric`real`symmetric`no`no`N. Gould`N. Gould`1995`optimization problem`
1307`GHS_indef`ncvxqp7`87500`87500`574962`yes`87500`1`1`0`symmetric`symmetric`real`symmetric`no`no`N. Gould`N. Gould`1995`optimization problem`
